occurences,sentiment,ticker,company,date,positive,negative,neutral,pos_pct_chg
11, 9   1   1 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 13:57:26,9,1,1,8.0
11, 9   1   1 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 13:59:04,9,1,1,0.0
11, 9   1   1 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 13:59:25,9,1,1,0.0
10, 8   1   1 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 14:14:26,8,1,1,-0.1111111111111111
6, 4   1   1 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 14:29:27,4,1,1,-0.5
5, 3   1   1 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 14:44:28,3,1,1,-0.25
3, 0   1   2 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 14:59:29,0,1,2,-1.0
3, 0   1   2 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 15:14:30,0,1,2,
3, 0   1   2 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 15:29:30,0,1,2,
3, 0   1   2 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 15:44:31,0,1,2,
3, 0   1   2 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 15:59:32,0,1,2,
3, 0   1   2 ,HEAR,Turtle Beach CorporationCapital Goods,2021-02-01 16:14:33,0,1,2,
4, 3   0   1 ,HERO,Global X Video Games & Esports ETFn/a,2021-01-29 13:35:26,3,0,1,
4, 3   0   1 ,HERO,Global X Video Games & Esports ETFn/a,2021-01-29 13:35:35,3,0,1,0.0
4, 3   0   1 ,HERO,Global X Video Games & Esports ETFn/a,2021-01-29 13:50:36,3,0,1,0.0
5, 3   0   2 ,HERO,Global X Video Games & Esports ETFn/a,2021-01-29 14:05:37,3,0,2,0.0
5, 3   0   2 ,HERO,Global X Video Games & Esports ETFn/a,2021-01-29 14:20:38,3,0,2,0.0
5, 3   0   2 ,HERO,Global X Video Games & Esports ETFn/a,2021-01-29 14:35:39,3,0,2,0.0
3, 1   1   1 ,HES,Hess CorporationEnergy,2021-01-28 13:18:42,1,1,1,
5, 2   2   1 ,HES,Hess CorporationEnergy,2021-01-28 14:45:46,2,2,1,1.0
9, 5   2   2 ,HES,Hess CorporationEnergy,2021-01-28 18:46:07,5,2,2,1.5
9, 5   2   2 ,HES,Hess CorporationEnergy,2021-01-28 18:57:36,5,2,2,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 13:57:26,3,0,1,-0.4
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 13:59:04,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 13:59:25,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 14:14:26,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 14:29:27,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 14:44:28,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 14:59:29,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 15:14:30,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 15:29:30,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 15:44:31,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 15:59:32,3,0,1,0.0
4, 3   0   1 ,HES,Hess CorporationEnergy,2021-02-01 16:14:33,3,0,1,0.0
3, 2   0   1 ,HL,Hecla Mining CompanyBasic Industries,2021-01-28 14:45:46,2,0,1,
3, 1   0   2 ,HL,Hecla Mining CompanyBasic Industries,2021-01-28 18:46:07,1,0,2,-0.5
3, 1   0   2 ,HL,Hecla Mining CompanyBasic Industries,2021-01-28 18:57:36,1,0,2,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 13:57:26,4,1,0,3.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 13:59:04,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 13:59:25,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 14:14:26,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 14:29:27,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 14:44:28,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 14:59:29,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 15:14:30,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 15:29:30,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 15:44:31,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 15:59:32,4,1,0,0.0
5, 4   1   0 ,HL,Hecla Mining CompanyBasic Industries,2021-02-01 16:14:33,4,1,0,0.0
3, 3   0   0 ,HOME,At Home Group Inc.Consumer Services,2021-01-28 07:47:42,3,0,0,
4, 3   1   0 ,HOME,At Home Group Inc.Consumer Services,2021-01-29 13:35:26,3,1,0,0.0
4, 3   1   0 ,HOME,At Home Group Inc.Consumer Services,2021-01-29 13:35:35,3,1,0,0.0
4, 3   1   0 ,HOME,At Home Group Inc.Consumer Services,2021-01-29 13:50:36,3,1,0,0.0
4, 3   1   0 ,HOME,At Home Group Inc.Consumer Services,2021-01-29 14:05:37,3,1,0,0.0
4, 3   1   0 ,HOME,At Home Group Inc.Consumer Services,2021-01-29 14:20:38,3,1,0,0.0
4, 3   1   0 ,HOME,At Home Group Inc.Consumer Services,2021-01-29 14:35:39,3,1,0,0.0
4, 1   1   2 ,HOPE,"Hope Bancorp, Inc.Finance",2021-01-28 13:18:42,1,1,2,
5, 2   1   2 ,HOPE,"Hope Bancorp, Inc.Finance",2021-01-28 14:45:46,2,1,2,1.0
3, 2   0   1 ,HOPE,"Hope Bancorp, Inc.Finance",2021-01-28 18:46:07,2,0,1,0.0
3, 2   0   1 ,HOPE,"Hope Bancorp, Inc.Finance",2021-01-28 18:57:36,2,0,1,0.0
7, 4   0   3 ,HOPE,"Hope Bancorp, Inc.Finance",2021-01-29 07:18:01,4,0,3,1.0
3, 1   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 13:57:26,1,2,0,-0.75
3, 1   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 13:59:04,1,2,0,0.0
3, 1   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 13:59:25,1,2,0,0.0
3, 1   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 14:14:26,1,2,0,0.0
4, 2   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 14:29:27,2,2,0,1.0
4, 2   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 14:44:28,2,2,0,0.0
4, 2   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 14:59:29,2,2,0,0.0
4, 2   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 15:14:30,2,2,0,0.0
4, 2   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 15:29:30,2,2,0,0.0
3, 1   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 15:44:31,1,2,0,-0.5
3, 1   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 15:59:32,1,2,0,0.0
3, 1   2   0 ,HOPE,"Hope Bancorp, Inc.Finance",2021-02-01 16:14:33,1,2,0,0.0
7, 4   3   0 ,HUGE,FSD Pharma Inc.Health Care,2021-01-27 15:51:25,4,3,0,
4, 3   1   0 ,HUGE,FSD Pharma Inc.Health Care,2021-01-27 20:21:14,3,1,0,-0.25
3, 1   0   2 ,HUGE,FSD Pharma Inc.Health Care,2021-01-28 06:47:30,1,0,2,-0.6666666666666667
3, 1   0   2 ,HUGE,FSD Pharma Inc.Health Care,2021-01-28 11:21:44,1,0,2,0.0
5, 1   2   2 ,HUGE,FSD Pharma Inc.Health Care,2021-01-28 13:18:42,1,2,2,0.0
6, 1   2   3 ,HUGE,FSD Pharma Inc.Health Care,2021-01-28 14:45:46,1,2,3,0.0
4, 2   1   1 ,HUGE,FSD Pharma Inc.Health Care,2021-01-28 18:46:07,2,1,1,1.0
3, 2   0   1 ,HUGE,FSD Pharma Inc.Health Care,2021-01-28 18:57:36,2,0,1,0.0
8, 6   1   1 ,HUGE,FSD Pharma Inc.Health Care,2021-01-29 07:18:01,6,1,1,2.0
12, 6   3   3 ,HUGE,FSD Pharma Inc.Health Care,2021-01-29 13:35:26,6,3,3,0.0
12, 6   3   3 ,HUGE,FSD Pharma Inc.Health Care,2021-01-29 13:35:35,6,3,3,0.0
11, 6   3   2 ,HUGE,FSD Pharma Inc.Health Care,2021-01-29 13:50:36,6,3,2,0.0
11, 6   3   2 ,HUGE,FSD Pharma Inc.Health Care,2021-01-29 14:05:37,6,3,2,0.0
11, 6   3   2 ,HUGE,FSD Pharma Inc.Health Care,2021-01-29 14:20:38,6,3,2,0.0
11, 6   3   2 ,HUGE,FSD Pharma Inc.Health Care,2021-01-29 14:35:39,6,3,2,0.0
8, 4   1   3 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-28 06:47:30,4,1,3,
8, 4   2   2 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-28 07:47:42,4,2,2,0.0
8, 2   4   2 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-28 09:49:16,2,4,2,-0.5
9, 1   5   3 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-28 11:21:44,1,5,3,-0.5
21, 8   6   7 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-28 13:18:42,8,6,7,7.0
22, 8   7   7 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-28 14:45:46,8,7,7,0.0
15, 4   6   5 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-28 18:46:07,4,6,5,-0.5
15, 4   6   5 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-28 18:57:36,4,6,5,0.0
16, 6   7   3 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-29 07:18:01,6,7,3,0.5
3, 1   0   2 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-29 13:50:36,1,0,2,-0.8333333333333334
5, 1   1   3 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-29 14:05:37,1,1,3,0.0
5, 1   1   3 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-29 14:20:38,1,1,3,0.0
4, 1   1   2 ,IBKR,"Interactive Brokers Group, Inc.Finance",2021-01-29 14:35:39,1,1,2,0.0
3, 0   1   2 ,IBM,International Business Machines CorporationTechnology,2021-01-27 15:51:25,0,1,2,
11, 4   3   4 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-27 15:51:25,4,3,4,
8, 2   3   3 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-27 20:21:14,2,3,3,-0.5
13, 6   5   2 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-28 06:47:30,6,5,2,2.0
8, 4   2   2 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-28 07:47:42,4,2,2,-0.3333333333333333
3, 2   1   0 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-28 13:18:42,2,1,0,-0.5
5, 3   1   1 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-28 14:45:46,3,1,1,0.5
4, 1   0   3 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-28 18:46:07,1,0,3,-0.6666666666666667
4, 1   0   3 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-28 18:57:36,1,0,3,0.0
9, 5   2   2 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-29 07:18:01,5,2,2,4.0
4, 1   0   3 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-29 13:35:26,1,0,3,-0.8
4, 1   0   3 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-01-29 13:35:35,1,0,3,0.0
11, 8   1   2 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 13:57:26,8,1,2,7.0
11, 8   1   2 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 13:59:04,8,1,2,0.0
11, 8   1   2 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 13:59:25,8,1,2,0.0
12, 9   1   2 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 14:14:26,9,1,2,0.125
12, 9   1   2 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 14:29:27,9,1,2,0.0
14, 9   2   3 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 14:44:28,9,2,3,0.0
15, 9   2   4 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 14:59:29,9,2,4,0.0
15, 9   2   4 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 15:14:30,9,2,4,0.0
14, 8   2   4 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 15:29:30,8,2,4,-0.1111111111111111
16, 9   2   5 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 15:44:31,9,2,5,0.125
16, 9   2   5 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 15:59:32,9,2,5,0.0
17, 10   3   4 ,ICLN,iShares S&P Global Clean Energy Index Fundn/a,2021-02-01 16:14:33,10,3,4,0.1111111111111111
5, 3   0   2 ,ID,"PARTS iD, Inc.Technology",2021-01-28 13:18:42,3,0,2,
6, 3   0   3 ,ID,"PARTS iD, Inc.Technology",2021-01-28 14:45:46,3,0,3,0.0
5, 1   1   3 ,ID,"PARTS iD, Inc.Technology",2021-01-28 18:46:07,1,1,3,-0.6666666666666667
4, 0   1   3 ,ID,"PARTS iD, Inc.Technology",2021-01-28 18:57:36,0,1,3,-1.0
4, 0   1   3 ,ID,"PARTS iD, Inc.Technology",2021-01-29 07:18:01,0,1,3,
5, 3   0   2 ,ID,"PARTS iD, Inc.Technology",2021-01-29 13:35:26,3,0,2,inf
5, 3   0   2 ,ID,"PARTS iD, Inc.Technology",2021-01-29 13:35:35,3,0,2,0.0
5, 3   0   2 ,ID,"PARTS iD, Inc.Technology",2021-01-29 13:50:36,3,0,2,0.0
5, 3   0   2 ,ID,"PARTS iD, Inc.Technology",2021-01-29 14:05:37,3,0,2,0.0
4, 3   0   1 ,ID,"PARTS iD, Inc.Technology",2021-01-29 14:20:38,3,0,1,0.0
4, 3   0   1 ,ID,"PARTS iD, Inc.Technology",2021-01-29 14:35:39,3,0,1,0.0
3, 0   0   3 ,ID,"PARTS iD, Inc.Technology",2021-02-01 13:59:04,0,0,3,-1.0
3, 0   0   3 ,ID,"PARTS iD, Inc.Technology",2021-02-01 13:59:25,0,0,3,
3, 0   0   3 ,ID,"PARTS iD, Inc.Technology",2021-02-01 14:14:26,0,0,3,
15, 10   1   4 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-01-27 15:51:25,10,1,4,
9, 5   2   2 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 13:57:26,5,2,2,-0.5
9, 5   2   2 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 13:59:04,5,2,2,0.0
9, 5   2   2 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 13:59:25,5,2,2,0.0
9, 5   2   2 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 14:14:26,5,2,2,0.0
9, 5   2   2 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 14:29:27,5,2,2,0.0
9, 5   2   2 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 14:44:28,5,2,2,0.0
5, 3   2   0 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 14:59:29,3,2,0,-0.4
5, 3   2   0 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 15:14:30,3,2,0,0.0
5, 4   1   0 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 15:29:30,4,1,0,0.3333333333333332
4, 4   0   0 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 15:44:31,4,0,0,0.0
4, 4   0   0 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 15:59:32,4,0,0,0.0
4, 4   0   0 ,IDEX,"Ideanomics, Inc.Capital Goods",2021-02-01 16:14:33,4,0,0,0.0
19, 11   3   5 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 13:57:26,11,3,5,
19, 11   3   5 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 13:59:04,11,3,5,0.0
19, 11   3   5 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 13:59:25,11,3,5,0.0
19, 11   3   5 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 14:14:26,11,3,5,0.0
20, 11   3   6 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 14:29:27,11,3,6,0.0
19, 10   3   6 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 14:44:28,10,3,6,-0.0909090909090909
18, 9   3   6 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 14:59:29,9,3,6,-0.0999999999999999
18, 9   3   6 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 15:14:30,9,3,6,0.0
15, 6   3   6 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 15:29:30,6,3,6,-0.3333333333333333
16, 7   3   6 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 15:44:31,7,3,6,0.1666666666666667
14, 7   3   4 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 15:59:32,7,3,4,0.0
15, 8   4   3 ,IFF,"International Flavors & Fragrances, Inc.Basic Industries",2021-02-01 16:14:33,8,4,3,0.1428571428571428
3, 2   1   0 ,III,"Information Services Group, Inc.Consumer Services",2021-01-27 15:51:25,2,1,0,
3, 0   2   1 ,III,"Information Services Group, Inc.Consumer Services",2021-01-28 06:47:30,0,2,1,-1.0
3, 0   2   1 ,III,"Information Services Group, Inc.Consumer Services",2021-01-28 07:47:42,0,2,1,
3, 2   0   1 ,INFO,IHS Markit Ltd.Technology,2021-01-29 13:35:26,2,0,1,
3, 2   0   1 ,INFO,IHS Markit Ltd.Technology,2021-01-29 13:35:35,2,0,1,0.0
7, 5   1   1 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-01-27 15:51:25,5,1,1,
4, 3   1   0 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-01-28 06:47:30,3,1,0,-0.4
4, 3   1   0 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-01-28 07:47:42,3,1,0,0.0
4, 3   1   0 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-01-28 09:49:16,3,1,0,0.0
4, 3   1   0 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-01-28 11:21:44,3,1,0,0.0
5, 3   0   2 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-01-29 07:18:01,3,0,2,0.0
14, 8   1   5 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 13:57:26,8,1,5,1.6666666666666663
14, 8   1   5 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 13:59:04,8,1,5,0.0
14, 8   1   5 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 13:59:25,8,1,5,0.0
14, 8   1   5 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 14:14:26,8,1,5,0.0
14, 8   1   5 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 14:29:27,8,1,5,0.0
14, 8   1   5 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 14:44:28,8,1,5,0.0
11, 6   1   4 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 14:59:29,6,1,4,-0.25
7, 4   0   3 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 15:14:30,4,0,3,-0.3333333333333333
6, 3   0   3 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 15:29:30,3,0,3,-0.25
6, 3   0   3 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 15:44:31,3,0,3,0.0
6, 3   0   3 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 15:59:32,3,0,3,0.0
8, 5   0   3 ,INO,"Inovio Pharmaceuticals, Inc.Health Care",2021-02-01 16:14:33,5,0,3,0.6666666666666667
54, 0   33   21 ,IP,International Paper CompanyBasic Industries,2021-01-27 15:51:25,0,33,21,
3, 3   0   0 ,IP,International Paper CompanyBasic Industries,2021-01-29 07:18:01,3,0,0,inf
3, 1   0   2 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-27 15:51:25,1,0,2,
3, 0   0   3 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-28 18:46:07,0,0,3,-1.0
3, 0   0   3 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-28 18:57:36,0,0,3,
3, 0   1   2 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-29 07:18:01,0,1,2,
3, 1   0   2 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-29 13:35:26,1,0,2,inf
3, 1   0   2 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-29 13:35:35,1,0,2,0.0
3, 1   0   2 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-29 13:50:36,1,0,2,0.0
3, 1   0   2 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-29 14:05:37,1,0,2,0.0
3, 1   0   2 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-29 14:20:38,1,0,2,0.0
3, 1   0   2 ,IQ,"iQIYI, Inc.Consumer Services",2021-01-29 14:35:39,1,0,2,0.0
5, 0   1   4 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 13:57:26,0,1,4,-1.0
5, 0   1   4 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 13:59:04,0,1,4,
5, 0   1   4 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 13:59:25,0,1,4,
5, 0   1   4 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 14:14:26,0,1,4,
5, 0   1   4 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 14:29:27,0,1,4,
5, 0   1   4 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 14:44:28,0,1,4,
5, 0   1   4 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 14:59:29,0,1,4,
4, 0   1   3 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 15:14:30,0,1,3,
4, 0   1   3 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 15:29:30,0,1,3,
4, 0   1   3 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 15:44:31,0,1,3,
4, 0   1   3 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 15:59:32,0,1,3,
4, 0   1   3 ,IQ,"iQIYI, Inc.Consumer Services",2021-02-01 16:14:33,0,1,3,
3, 1   1   1 ,IRBT,iRobot CorporationConsumer Durables,2021-01-28 06:47:30,1,1,1,
3, 1   1   1 ,IRBT,iRobot CorporationConsumer Durables,2021-01-28 07:47:42,1,1,1,0.0
3, 1   1   1 ,IRBT,iRobot CorporationConsumer Durables,2021-01-28 09:49:16,1,1,1,0.0
3, 2   0   1 ,IRS,IRSA Inversiones Y Representaciones S.A.Consumer Services,2021-01-29 07:18:01,2,0,1,
4, 4   0   0 ,JACK,Jack In The Box Inc.Consumer Services,2021-01-27 15:51:25,4,0,0,
4, 2   2   0 ,JAGX,"Jaguar Health, Inc.Health Care",2021-01-27 15:51:25,2,2,0,
3, 2   0   1 ,JAGX,"Jaguar Health, Inc.Health Care",2021-01-28 11:21:44,2,0,1,0.0
3, 2   0   1 ,JAGX,"Jaguar Health, Inc.Health Care",2021-01-28 13:18:42,2,0,1,0.0
3, 3   0   0 ,JG,Aurora Mobile LimitedTechnology,2021-01-28 06:47:30,3,0,0,
4, 4   0   0 ,JG,Aurora Mobile LimitedTechnology,2021-01-28 07:47:42,4,0,0,0.3333333333333332
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 13:57:26,3,1,1,
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 13:59:04,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 13:59:25,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 14:14:26,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 14:29:27,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 14:44:28,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 14:59:29,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 15:14:30,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 15:29:30,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 15:44:31,3,1,1,0.0
5, 3   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 15:59:32,3,1,1,0.0
6, 4   1   1 ,JMIA,Jumia Technologies AGConsumer Services,2021-02-01 16:14:33,4,1,1,0.3333333333333332
3, 2   0   1 ,JNJ,Johnson & JohnsonHealth Care,2021-01-28 06:47:30,2,0,1,
3, 2   0   1 ,JNJ,Johnson & JohnsonHealth Care,2021-01-28 07:47:42,2,0,1,0.0
3, 1   2   0 ,JNJ,Johnson & JohnsonHealth Care,2021-01-29 07:18:01,1,2,0,-0.5
3, 2   1   0 ,JOB,GEE Group Inc.Technology,2021-01-28 13:18:42,2,1,0,
3, 2   1   0 ,JOB,GEE Group Inc.Technology,2021-01-28 14:45:46,2,1,0,0.0
6, 5   0   1 ,JOB,GEE Group Inc.Technology,2021-01-29 13:35:26,5,0,1,1.5
6, 5   0   1 ,JOB,GEE Group Inc.Technology,2021-01-29 13:35:35,5,0,1,0.0
6, 5   0   1 ,JOB,GEE Group Inc.Technology,2021-01-29 13:50:36,5,0,1,0.0
7, 6   0   1 ,JOB,GEE Group Inc.Technology,2021-01-29 14:05:37,6,0,1,0.1999999999999999
7, 6   0   1 ,JOB,GEE Group Inc.Technology,2021-01-29 14:20:38,6,0,1,0.0
7, 6   0   1 ,JOB,GEE Group Inc.Technology,2021-01-29 14:35:39,6,0,1,0.0
3, 2   1   0 ,JP,Jupai Holdings LimitedConsumer Services,2021-01-28 07:47:42,2,1,0,
3, 2   0   1 ,JP,Jupai Holdings LimitedConsumer Services,2021-01-28 09:49:16,2,0,1,0.0
4, 2   1   1 ,JP,Jupai Holdings LimitedConsumer Services,2021-01-28 11:21:44,2,1,1,0.0
